CaseOrder,StateId,State,CountyId,County,Population,AreaId,Area,TimeZoneId,TimeZone,Children,Age,GenerationId,Generation,Income,MaritalId,Marital,GenderId,Gender,Churn,Outage_sec_perweek,Outage_sec_perweek2,Email,Contacts,Yearly_equip_failure,Techie,Techie2,ContractId,Contract,Port_modem,Port_modem2,Tablet,Tablet2,Tablet3,InternetService,InternetService2,Phone,Phone2,Multiple,Multiple2,OnlineSecurity,OnlineSecurity2,OnlineBackup,OnlineBackup2,DeviceProtection,DeviceProtection2,TechSupport,TechSupport2,StreamingTV,StreamingTV2,StreamingMovies,StreamingMovies2,PaperlessBilling,PaperlessBilling2,PaymentMethodId,PaymentMethod,Tenure,Tenure2,MonthlyCharge,MonthlyCharge2,Bandwidth_GB_Year,Bandwidth_GB_Year2,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
522,56,VA,1126,Newport News,13892,1,Urban,90,America/New_York,0,62,1,Boomers,21795.58,1,Married,0,Female,Yes,8.7,8.661233766,13,3,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Credit Card (automatic),2.9,2.915827364,149.94,149.937833,862.3,862.3199149,1,3,2,4,4,3,3,4
523,27,KY,1096,Muhlenberg,10874,2,Suburban,76,America/Chicago,1,43,2,GerX,5192.16,1,Married,0,Female,No,7.4,7.423384386,10,0,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,9.7,9.709171662,157.47,157.469817,921.1,921.1401066,4,3,4,4,3,3,4,4
524,59,WI,842,Juneau,4183,1,Urban,76,America/Chicago,0,66,1,Boomers,60897.92,3,Separated,0,Female,No,8.8,8.827647599,13,2,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Credit Card (automatic),1.9,1.939549257,152.51,152.510442,752.2,752.1641496,6,5,6,3,5,5,5,4
525,59,WI,1644,Waukesha,19151,3,Rural,76,America/Chicago,3,56,2,GerX,35939.37,3,Separated,1,Male,Yes,12.5,12.48417719,12,1,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),1.5,1.502124145,140,139.99789,522.8,522.7806578,3,4,3,1,4,3,3,3
526,20,GA,198,Barrow,13644,3,Rural,90,America/New_York,0,73,1,Boomers,24091.33,3,Separated,1,Male,Yes,10.6,10.56592379,10,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,1.9,1.906368477,139.95,139.951231,736.2,736.161108,3,1,2,4,4,3,4,3
527,34,MO,1302,Randolph,2397,1,Urban,76,America/Chicago,4,21,3,GerZ,41209.8,1,Married,1,Male,Yes,11.6,11.60110678,17,0,1,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,15.6,15.60605339,117.44,117.439154,2148.9,2148.889242,5,5,5,2,4,4,3,5
528,24,IL,1024,McHenry,10826,3,Rural,76,America/Chicago,1,48,2,GerX,26695.46,3,Separated,1,Male,Yes,19.1,19.07180624,10,1,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,11,Mailed Check,2.1,2.084396413,235.14,235.137219,1305,1304.999684,5,5,3,4,4,4,3,3
529,37,NC,709,Guilford,48990,2,Suburban,90,America/New_York,0,82,5,Post War,14185.42,4,Widowed,1,Male,No,12.1,12.13702885,9,2,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),1.8,1.781895205,149.98,149.977753,292.5,292.4731737,4,5,5,3,2,4,5,5
530,20,GA,302,Bulloch,43597,2,Suburban,90,America/New_York,0,22,3,GerZ,12765.41,4,Widowed,1,Male,Yes,8.1,8.088906499,17,1,0,1,Yes,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),2.1,2.050742411,149.99,149.991327,655.4,655.3814577,2,2,3,3,5,2,2,3
531,40,NH,674,Grafton,927,2,Suburban,90,America/New_York,3,34,4,Millennials,11386.53,0,Divorced,1,Male,No,10.2,10.16305189,11,2,1,0,No,2,Two Year,1,Yes,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,Bank Transfer(automatic),2.4,2.447649309,149.98,149.97755,660.1,660.0908173,3,3,5,1,4,3,3,2
532,48,PA,976,Lycoming,242,3,Rural,90,America/New_York,2,56,2,GerX,56131.21,2,Never Married,1,Male,No,10.1,10.14030426,16,3,1,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,10.8,10.81997919,172.46,172.456745,1655.8,1655.780173,4,4,3,2,4,3,4,3
533,44,NY,1184,Oswego,2604,2,Suburban,90,America/New_York,2,25,3,GerZ,50560.17,0,Divorced,1,Male,Yes,7.8,7.823058882,9,0,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,8.7,8.650238791,137.44,137.439154,1090.8,1090.76661,4,5,5,2,4,3,3,3
534,39,NE,1114,Nemaha,722,1,Urban,76,America/Chicago,0,44,2,GerX,24202.12,0,Divorced,2,Nonbinary,No,10.4,10.36003643,14,0,0,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,10,Electronic Check,8.9,8.878536605,197.49,197.494455,1136.1,1136.118286,2,3,3,7,1,3,4,3
535,27,KY,615,Floyd,160,2,Suburban,90,America/New_York,1,59,1,Boomers,1668.97,3,Separated,1,Male,No,11.2,11.24744549,8,2,0,0,No,2,Two Year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,Bank Transfer(automatic),2.4,2.359067126,204.96,204.961033,673.3,673.2665835,3,3,3,4,3,3,4,3
536,44,NY,436,Columbia,1551,2,Suburban,90,America/New_York,0,63,1,Boomers,36973.83,2,Never Married,0,Female,No,8.5,8.503805869,9,4,1,1,Yes,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,6.8,6.811759674,162.48,162.482694,831.1,831.1303039,4,5,3,3,4,3,4,4
537,34,MO,1474,St. Louis,21141,3,Rural,76,America/Chicago,1,76,1,Boomers,17218.09,3,Separated,0,Female,Yes,14.8,14.78936522,10,1,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,Bank Transfer(automatic),5.2,5.207179461,159.96,159.964152,729.5,729.541703,4,4,5,2,3,6,5,5
538,34,MO,1525,Taney,1454,2,Suburban,76,America/Chicago,4,41,4,Millennials,34228.9,1,Married,0,Female,No,14.2,14.24429679,13,1,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,11,Mailed Check,9.5,9.450195459,169.97,169.974105,1163.7,1163.701618,3,2,2,3,3,3,2,3
539,31,ME,1195,Oxford,130,2,Suburban,90,America/New_York,4,25,3,GerZ,31159.95,1,Married,0,Female,No,6,6.027816542,15,3,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),10.6,10.6312597,129.96,129.959755,1720.2,1720.167182,5,5,5,4,3,4,4,2
540,29,MA,1051,Middlesex,31101,2,Suburban,90,America/New_York,1,40,4,Millennials,21654.51,3,Separated,0,Female,No,10.5,10.4766784,11,0,0,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,3.6,3.564836875,119.99,119.989722,626.6,626.5880936,4,4,2,2,5,3,3,3
541,42,NM,1330,Rio Arriba,1341,3,Rural,77,America/Denver,0,77,5,Post War,36121.33,3,Separated,1,Male,No,8.4,8.397331803,15,1,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,0,Bank Transfer(automatic),1.8,1.815836226,179.95,179.947583,369.8,369.7619068,3,3,3,4,4,4,3,3
542,58,WA,686,Grays Harbor,109,3,Rural,88,America/Los_Angeles,4,20,3,GerZ,76136.04,0,Divorced,1,Male,No,12.2,12.1663565,8,0,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,10,Electronic Check,8.9,8.932053699,167.46,167.456419,1197.2,1197.180331,4,4,3,3,3,3,5,2
543,40,NH,221,Belknap,2433,3,Rural,90,America/New_York,0,53,2,GerX,20957.58,0,Divorced,1,Male,Yes,9.1,9.133118524,7,0,0,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,7.3,7.349620762,240.11,240.114868,1164.2,1164.240281,3,3,3,5,4,3,5,4
544,20,GA,473,Crisp,1084,1,Urban,90,America/New_York,0,36,4,Millennials,33559.74,3,Separated,1,Male,Yes,13,13.04068054,11,3,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,0,Bank Transfer(automatic),14.7,14.71424943,194.98,194.976769,1651.4,1651.424177,4,4,4,4,3,4,4,5
545,22,IA,1631,Wapello,1892,1,Urban,76,America/Chicago,0,86,5,Post War,30142.44,3,Separated,0,Female,Yes,10.4,10.43511467,11,0,0,0,No,1,One year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),7.1,7.073151031,245.15,245.146969,1489.3,1489.301457,4,5,3,5,3,4,4,5
546,28,LA,1462,St. Bernard,7157,3,Rural,76,America/Chicago,1,59,1,Boomers,21663.69,2,Never Married,1,Male,No,12.4,12.35764261,10,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),1.6,1.597765127,139.99,139.987503,775,775.0343206,4,4,3,3,4,4,2,3
547,56,VA,1687,Wise,5366,1,Urban,90,America/New_York,3,26,4,Millennials,12924.08,1,Married,1,Male,Yes,12.3,12.33031848,16,1,1,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),8.1,8.054118994,197.48,197.483972,1808.3,1808.311421,5,4,5,4,2,5,3,4
548,14,CA,963,Los Angeles,18389,1,Urban,88,America/Los_Angeles,3,61,1,Boomers,67021.35,3,Separated,1,Male,No,18.3,18.30717385,9,0,1,0,No,0,Month-to-month,1,Yes,1,Yes,,None,None,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,15,14.96135055,190.17,190.173699,1942.5,1942.452213,3,2,2,4,1,5,6,3
549,56,VA,525,Dickenson,1165,3,Rural,90,America/New_York,3,27,4,Millennials,31006.39,2,Never Married,0,Female,Yes,14.4,14.35467948,7,2,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,11,Mailed Check,22.8,22.76986341,197.47,197.470195,2847.7,2847.700412,4,4,3,4,4,5,4,3
550,42,NM,1527,Taos,1469,2,Suburban,77,America/Denver,2,53,2,GerX,28580.25,0,Divorced,0,Female,Yes,9.4,9.431168696,10,2,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,10,Electronic Check,2.5,2.519975147,149.97,149.974105,908.4,908.4356314,4,4,5,2,5,4,1,3
551,33,MN,1643,Watonwan,212,2,Suburban,76,America/Chicago,1,32,4,Millennials,23706.94,3,Separated,1,Male,Yes,11.3,11.27381764,14,1,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,5.9,5.915247686,204.98,204.979684,973.5,973.4512833,6,5,4,4,3,6,6,5
552,42,NM,428,Colfax,219,1,Urban,77,America/Denver,0,60,1,Boomers,49693.17,2,Never Married,1,Male,No,10.9,10.93898196,12,1,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),7.8,7.793733508,152.5,152.502178,1097.7,1097.703155,3,2,4,4,2,4,4,2
553,14,CA,312,Butte,4030,2,Suburban,88,America/Los_Angeles,3,25,3,GerZ,77622.97,2,Never Married,1,Male,Yes,6.5,6.464103552,6,1,1,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),20.4,20.44846104,225.13,225.131966,2936.7,2936.746847,3,4,2,5,3,4,3,3
554,51,SC,213,Beaufort,18829,2,Suburban,90,America/New_York,3,52,2,GerX,86411.28,0,Divorced,0,Female,Yes,5.8,5.772344439,10,1,1,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),10.4,10.40161068,202.64,202.636202,1884,1883.962411,3,3,5,3,3,4,4,4
555,56,VA,531,Dinwiddie,3281,3,Rural,90,America/New_York,10,32,4,Millennials,46353.07,3,Separated,0,Female,No,11.2,11.17925847,14,4,1,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Credit Card (automatic),11.4,11.40192641,127.46,127.460067,1808.5,1808.501398,2,2,2,4,2,3,3,3
556,48,PA,1234,Philadelphia,74971,1,Urban,90,America/New_York,1,88,5,Post War,62359.81,2,Never Married,0,Female,No,10.3,10.26897415,15,0,0,1,Yes,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),7.6,7.604093453,162.48,162.482694,844.9,844.8711719,2,4,3,3,5,3,3,2
557,44,NY,1170,Oneida,1593,2,Suburban,90,America/New_York,0,59,1,Boomers,19942.74,4,Widowed,0,Female,No,10.1,10.11933502,8,1,1,1,Yes,2,Two Year,0,No,0,No,,None,None,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,12.9,12.85397739,104.96,104.962874,1215.1,1215.114995,4,4,4,4,2,4,4,4
558,32,MI,1366,Saginaw,11923,1,Urban,78,America/Detroit,1,54,2,GerX,51203.14,4,Widowed,0,Female,Yes,8.8,8.776451212,13,1,1,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),1.4,1.410971237,169.94,169.937833,382.5,382.5347203,3,3,2,5,3,3,4,3
559,48,PA,513,Delaware,36282,3,Rural,90,America/New_York,3,83,5,Post War,10818.08,4,Widowed,1,Male,Yes,9,9.011401399,16,0,0,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,8.9,8.874920206,159.93,159.934918,1043.8,1043.790368,4,3,4,4,3,4,3,5
560,58,WA,873,King,26448,1,Urban,88,America/Los_Angeles,0,88,5,Post War,33165.9,2,Never Married,1,Male,No,10.9,10.91857997,14,2,1,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),6,6.013261132,217.47,217.470195,851.1,851.1414085,5,5,3,7,2,6,4,4
561,56,VA,467,Craig,46,1,Urban,90,America/New_York,1,68,1,Boomers,25819.56,2,Never Married,0,Female,Yes,7.3,7.298432418,12,1,0,1,Yes,0,Month-to-month,0,No,0,No,,#N/A,DSL,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),9.3,9.306233406,245.15,245.146969,1762.1,1762.075547,3,2,2,4,3,2,4,2
562,57,VT,590,Essex,1123,3,Rural,90,America/New_York,0,38,4,Millennials,21806.2,3,Separated,1,Male,Yes,13.4,13.40423523,11,0,0,1,Yes,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,4.9,4.902104964,177.49,177.48762,1350.7,1350.716866,4,3,2,4,4,4,3,4
563,35,MS,926,Lauderdale,3067,2,Suburban,76,America/Chicago,3,23,3,GerZ,28082.45,0,Divorced,0,Female,Yes,9.9,9.879567236,11,1,1,1,Yes,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,10,Electronic Check,1.9,1.894776657,162.47,162.465269,1052,1052.042079,5,5,4,4,4,3,3,4
564,24,IL,1076,Monroe,1547,3,Rural,76,America/Chicago,3,55,2,GerX,69662.99,4,Widowed,1,Male,No,7.3,7.329478649,10,2,0,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),5.2,5.204111135,147.46,147.456419,1159.7,1159.678094,3,4,5,4,3,3,4,4
565,60,WV,314,Cabell,7216,3,Rural,90,America/New_York,1,43,2,GerX,54674.22,3,Separated,1,Male,No,9.3,9.311560353,14,3,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,11,Mailed Check,1.4,1.375013189,134.95,134.950905,338.3,338.2592054,2,3,3,4,4,2,2,3
566,23,ID,409,Clearwater,1012,3,Rural,88,America/Los_Angeles,4,61,1,Boomers,16706.02,0,Divorced,1,Male,No,11.1,11.13291822,9,1,1,0,No,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),1.4,1.387575524,127.44,127.442069,851.8,851.811469,3,2,4,2,4,3,4,5
567,33,MN,820,Itasca,3519,1,Urban,76,America/Chicago,0,38,4,Millennials,31980.81,3,Separated,0,Female,No,12.2,12.236238,11,1,0,0,No,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,2.7,2.685677496,184.98,184.978458,669,669.0040793,4,2,4,3,3,2,4,3
568,55,UT,1055,Millard,316,3,Rural,77,America/Denver,4,28,4,Millennials,41955.27,2,Never Married,0,Female,No,12,12.03070714,9,4,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,5.5,5.511437756,137.47,137.468388,910.2,910.210446,4,4,3,3,2,5,5,3
569,20,GA,1080,Montgomery,1715,1,Urban,90,America/New_York,0,84,5,Post War,57107.43,3,Separated,0,Female,Yes,5.3,5.33893117,10,1,2,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,16.6,16.58244758,182.44,182.443347,1982,1981.954133,3,4,3,5,3,2,3,4
570,46,OK,1214,Payne,2223,3,Rural,76,America/Chicago,0,22,3,GerZ,6769.7,3,Separated,0,Female,Yes,15.4,15.39425705,13,1,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,11,Mailed Check,14.2,14.17620441,172.49,172.487091,1695.9,1695.851887,3,3,3,4,5,5,2,5
571,32,MI,117,Alcona,463,1,Urban,78,America/Detroit,1,34,4,Millennials,65191.79,3,Separated,1,Male,No,7.9,7.879092117,12,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),10.8,10.81527088,162.5,162.500692,1306,1305.953642,4,4,4,3,6,4,3,4
572,10,AK,1139,North Slope,949,2,Suburban,74,America/Anchorage,0,28,4,Millennials,35947.74,0,Divorced,1,Male,No,7,7.006566848,14,3,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,20,20.01892414,137.44,137.439154,1950.9,1950.886897,3,2,3,5,2,3,4,3
573,12,AR,784,Howard,645,1,Urban,76,America/Chicago,6,83,5,Post War,23022.97,2,Never Married,1,Male,Yes,11,10.9783735,17,0,0,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,1,Credit Card (automatic),7,6.956508263,220.11,220.114868,1631.9,1631.872719,3,3,3,2,4,3,2,4
574,44,NY,1555,Tompkins,5548,1,Urban,90,America/New_York,0,86,5,Post War,33529.19,1,Married,1,Male,Yes,9,9.023888498,16,2,1,0,No,0,Month-to-month,1,Yes,0,No,,None,None,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,8.3,8.274610767,159.99,159.994242,954.6,954.6181316,5,4,4,4,4,4,3,3
575,15,CO,263,Boulder,17502,1,Urban,77,America/Denver,3,79,5,Post War,73378.99,4,Widowed,1,Male,Yes,6.6,6.599742586,18,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,6.8,6.786723844,159.96,159.964152,957.8,957.753476,3,4,3,1,6,3,1,2
576,22,IA,838,Jones,944,3,Rural,76,America/Chicago,1,56,2,GerX,3504.7,1,Married,1,Male,Yes,8.9,8.863330522,8,0,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),3.6,3.605888824,275.13,275.133571,1057.6,1057.571757,4,3,3,3,3,4,3,4
577,37,NC,1678,Wilson,3242,1,Urban,90,America/New_York,0,47,2,GerX,20125.41,4,Widowed,0,Female,No,8.8,8.842692082,11,0,0,0,No,2,Two Year,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,Bank Transfer(automatic),10.2,10.19243185,194.96,194.958118,1277.5,1277.521575,3,3,3,6,2,5,5,5
578,45,OH,962,Lorain,63318,2,Suburban,90,America/New_York,1,84,5,Post War,25807.14,0,Divorced,0,Female,No,8.8,8.832305481,16,2,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,4,3.998433243,124.98,124.97808,327.7,327.6622533,5,5,5,5,3,4,4,6
579,23,ID,103,Ada,21763,2,Suburban,75,America/Boise,8,35,4,Millennials,21801.03,2,Never Married,1,Male,No,12.5,12.47810556,9,0,1,0,No,1,One year,0,No,0,No,,#N/A,DSL,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,1,Credit Card (automatic),5,4.964368923,92.46,92.455141,1193.6,1193.589255,5,5,5,4,2,4,5,7
580,33,MN,1005,Martin,1110,1,Urban,76,America/Chicago,4,26,4,Millennials,15518.51,2,Never Married,1,Male,No,9.9,9.877572075,7,1,2,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,0,Bank Transfer(automatic),5.9,5.884557067,229.99,229.993134,1252.2,1252.155771,5,5,4,4,3,5,5,4
581,29,MA,194,Barnstable,6257,3,Rural,90,America/New_York,0,41,4,Millennials,10299.94,2,Never Married,0,Female,No,6,6.048302665,13,0,1,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),1.1,1.084656113,147.48,147.478341,261.1,261.1185652,3,3,2,4,2,3,4,3
582,33,MN,1089,Morrison,1627,1,Urban,76,America/Chicago,2,50,2,GerX,30944.95,0,Divorced,0,Female,Yes,11.6,11.62322378,14,0,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),7.2,7.21126107,179.95,179.947583,879.7,879.6579171,3,3,3,3,4,3,4,4
583,19,FL,557,Duval,7080,1,Urban,90,America/New_York,1,34,4,Millennials,80906.28,1,Married,1,Male,No,17.2,17.23011599,11,2,0,0,No,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),2.1,2.140387928,175.01,175.006206,1080.6,1080.597617,4,4,3,3,4,3,2,3
584,48,PA,1140,Northampton,447,1,Urban,90,America/New_York,1,22,3,GerZ,39281.35,1,Married,1,Male,No,14.7,14.68014234,12,0,0,0,No,2,Two Year,0,No,1,Yes,,Fiber Optic,Fiber Optic,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,7.9,7.931439645,204.96,204.963371,1262,1262.007891,4,4,4,5,3,3,4,4
